step	loss
7670	0.236407
7680	0.214828
7690	0.235483
7700	0.073453
7710	0.033561
7720	0.058564
7730	0.290275
7740	0.099217
7750	0.062534
7760	0.095917
7770	0.007031
7780	0.006893
7790	0.225137
7800	0.008382
7810	0.110859
7820	0.077442
7830	0.165472
7840	0.058799
7850	0.139264
7860	0.046734
7870	0.004997
7880	0.036921
7890	0.059600
7900	0.004047
7910	0.010434
7920	0.048078
7930	0.016654
7940	0.112390
7950	0.139640
7960	0.272719
7970	0.123204
7980	0.021408
7990	0.085608
8000	0.241250
8010	0.028422
8020	0.090109
8030	0.121638
8040	0.049164
8050	0.024581
8060	0.066379
8070	0.055096
8080	0.086710
8090	0.000000
8100	0.182670
8110	0.209450
8120	0.017169
8130	0.166770
8140	0.218408
8150	0.192466
8160	0.298968
8170	0.144621
8180	0.228642
8190	0.362900
8200	0.000347
8210	0.183266
8220	0.004435
8230	0.313694
8240	0.163408
8250	0.071950
8260	0.148729
8270	0.074177
8280	0.001340
8290	0.135270
8300	0.005198
8310	0.015291
8320	0.040511
8330	0.194320
8340	0.112394
8350	0.165248
8360	0.052221
8370	0.001577
8380	0.188739
8390	0.023599
8400	0.114170
8410	0.191243
8420	0.231427
8430	0.169139
8440	0.164221
8450	0.177088
8460	0.178333
8470	0.082994
8480	0.099588
8490	0.074591
8500	0.186571
8510	0.168060
8520	0.012912
8530	0.059122
8540	0.273000
8550	0.028896
8560	0.240867
8570	0.235323
8580	0.203327
8590	0.244067
8600	0.088693
8610	0.133785
8620	0.013111
8630	0.074564
8640	0.094083
8650	0.028357
8660	0.070140
8670	0.034553
8680	0.305456
8690	0.111202
8700	0.058625
8710	0.060421
8720	0.257583
8730	0.012296
8740	0.153896
8750	0.140478
8760	0.174871
8770	0.113540
8780	0.075203
8790	0.146687
8800	0.098448
8810	0.046291
8820	0.050767
8830	0.183862
8840	0.151567
8850	0.149705
8860	0.062409
8870	0.005668
8880	0.071957
8890	0.089673
8900	0.164528
8910	0.000318
8920	0.006154
8930	0.153133
8940	0.208069
8950	0.017634
8960	0.090036
8970	0.151692
8980	0.007518
8990	0.023355
9000	0.197423
9010	0.002922
9020	0.074944
9030	0.118183
9040	0.156980
9050	0.111870
9060	0.275031
9070	0.186969
