experiment,step,loss,loss_ma25
MTP LoRA,3790,0.25829400,0.11333672
MTP LoRA,3800,0.10722900,0.10907012
MTP LoRA,3810,0.21361700,0.11615812
MTP LoRA,3820,0.12197000,0.11765228
MTP LoRA,3830,0.00508700,0.11555360
MTP LoRA,3840,0.00462700,0.11139420
MTP LoRA,3850,0.23229100,0.11737032
MTP LoRA,3860,0.02816500,0.11752360
MTP LoRA,3870,0.06213300,0.11443216
MTP LoRA,3880,0.02669300,0.10950968
MTP LoRA,3890,0.17449200,0.11479640
MTP LoRA,3900,0.13755800,0.11552040
MTP LoRA,3910,0.08086600,0.11867928
MTP LoRA,3920,0.06304100,0.12090112
MTP LoRA,3930,0.15906000,0.11771236
MTP LoRA,3940,0.10635000,0.11707832
MTP LoRA,3950,0.12927500,0.11155204
MTP LoRA,3960,0.17445700,0.11057596
MTP LoRA,3970,0.10632300,0.11316596
MTP LoRA,3980,0.24356900,0.11773360
MTP LoRA,3990,0.08852300,0.11938228
MTP LoRA,4000,0.09120600,0.11620752
MTP LoRA,4010,0.23009900,0.12410692
MTP LoRA,4020,0.04677300,0.11695240
MTP LoRA,4030,0.08897100,0.11922676
MTP LoRA,4040,0.20681600,0.11716764
MTP LoRA,4050,0.14618100,0.11872572
MTP LoRA,4060,0.02208000,0.11106424
MTP LoRA,4070,0.09555600,0.11000768
MTP LoRA,4080,0.19287800,0.11751932
MTP LoRA,4090,0.00436800,0.11750896
MTP LoRA,4100,0.17768100,0.11532456
MTP LoRA,4110,0.14309700,0.11992184
MTP LoRA,4120,0.01440700,0.11801280
MTP LoRA,4130,0.14042600,0.12256212
MTP LoRA,4140,0.07452900,0.11856360
MTP LoRA,4150,0.08313000,0.11638648
MTP LoRA,4160,0.07735600,0.11624608
MTP LoRA,4170,0.01379300,0.11427616
MTP LoRA,4180,0.15172600,0.11398280
MTP LoRA,4190,0.10840400,0.11406496
MTP LoRA,4200,0.26275700,0.11940424
MTP LoRA,4210,0.00114600,0.11247180
MTP LoRA,4220,0.24802000,0.11813968
MTP LoRA,4230,0.01178000,0.10886812
MTP LoRA,4240,0.22223700,0.11421668
MTP LoRA,4250,0.19209300,0.11825216
MTP LoRA,4260,0.11748200,0.11374748
MTP LoRA,4270,0.04781700,0.11378924
MTP LoRA,4280,0.09467000,0.11401720
MTP LoRA,4290,0.05201000,0.10782496
MTP LoRA,4300,0.01523400,0.10258708
MTP LoRA,4310,0.01055800,0.10212620
MTP LoRA,4320,0.08235200,0.10159804
MTP LoRA,4330,0.11520700,0.09849120
MTP LoRA,4340,0.12578200,0.10334776
MTP LoRA,4350,0.01668700,0.09690800
MTP LoRA,4360,0.02996100,0.09238256
MTP LoRA,4370,0.01181700,0.09227896
MTP LoRA,4380,0.02491600,0.08765856
MTP LoRA,4390,0.11597200,0.08931628
MTP LoRA,4400,0.08400100,0.08935112
MTP LoRA,4410,0.25099200,0.09629656
MTP LoRA,4420,0.07607300,0.09878776
MTP LoRA,4430,0.14826400,0.09864928
MTP LoRA,4440,0.22323500,0.10324252
MTP LoRA,4450,0.00114800,0.09277816
MTP LoRA,4460,0.19211700,0.10041700
MTP LoRA,4470,0.09025800,0.09410652
MTP LoRA,4480,0.09377000,0.09738612
MTP LoRA,4490,0.16034500,0.09491044
MTP LoRA,4500,0.02875200,0.08837680
MTP LoRA,4510,0.08209400,0.08696128
MTP LoRA,4520,0.04993700,0.08704608
MTP LoRA,4530,0.16149600,0.08971912
MTP LoRA,4540,0.13978100,0.09322996
MTP LoRA,4550,0.19424000,0.10039020
MTP LoRA,4560,0.01754600,0.10066972
MTP LoRA,4570,0.11278100,0.10188688
MTP LoRA,4580,0.07564700,0.10030448
MTP LoRA,4590,0.14615700,0.10111948
MTP LoRA,4600,0.06760300,0.10315612
MTP LoRA,4610,0.06457700,0.10454076
MTP LoRA,4620,0.02237600,0.10496312
MTP LoRA,4630,0.11554700,0.10858836
MTP LoRA,4640,0.22829900,0.11308144
MTP LoRA,4650,0.04360200,0.11146548
MTP LoRA,4660,0.09425900,0.10519616
MTP LoRA,4670,0.23616700,0.11159992
MTP LoRA,4680,0.13309700,0.11099324
MTP LoRA,4690,0.12974300,0.10725356
MTP LoRA,4700,0.03868300,0.10875496
MTP LoRA,4710,0.01955500,0.10185248
MTP LoRA,4720,0.03247000,0.09954096
MTP LoRA,4730,0.14399700,0.10155004
MTP LoRA,4740,0.15771500,0.10144484
MTP LoRA,4750,0.00000000,0.10029476
MTP LoRA,4760,0.25737400,0.10730596
MTP LoRA,4770,0.19452900,0.11308964
MTP LoRA,4780,0.16262900,0.11313496
MTP LoRA,4790,0.02598000,0.10858292
MTP LoRA,4800,0.00250100,0.10091336
MTP LoRA,4810,0.09742000,0.10410832
MTP LoRA,4820,0.14541200,0.10541356
MTP LoRA,4830,0.01571700,0.10301636
MTP LoRA,4840,0.06516800,0.09977680
MTP LoRA,4850,0.11520600,0.10168092
MTP LoRA,4860,0.10814200,0.10342352
MTP LoRA,4870,0.27715200,0.11361456
MTP LoRA,4880,0.15636700,0.11524736
MTP LoRA,4890,0.01934200,0.10688908
MTP LoRA,4900,0.00711000,0.10542940
MTP LoRA,4910,0.14465000,0.10744504
MTP LoRA,4920,0.17309900,0.10492232
MTP LoRA,4930,0.00694800,0.09987636
MTP LoRA,4940,0.00030200,0.09469872
MTP LoRA,4950,0.10305900,0.09727376
MTP LoRA,4960,0.11356000,0.10103396
MTP LoRA,4970,0.13204500,0.10501696
MTP LoRA,4980,0.15718400,0.10554444
MTP LoRA,4990,0.11921700,0.10400452
MTP LoRA,5000,0.01528400,0.10461588
MTP LoRA,5010,0.02947600,0.09549996
MTP LoRA,5020,0.23879500,0.09727060
MTP LoRA,5030,0.01284100,0.09127908
MTP LoRA,5040,0.00177400,0.09031084
MTP LoRA,5050,0.01854500,0.09095260
MTP LoRA,5060,0.05165900,0.08912216
MTP LoRA,5070,0.26964000,0.09409128
MTP LoRA,5080,0.18151300,0.10072312
MTP LoRA,5090,0.07249900,0.10101636
MTP LoRA,5100,0.06169600,0.09887596
MTP LoRA,5110,0.17997800,0.10174940
MTP LoRA,5120,0.18234900,0.09795728
MTP LoRA,5130,0.16187000,0.09817740
MTP LoRA,5140,0.12785700,0.10251800
MTP LoRA,5150,0.05771700,0.10454228
MTP LoRA,5160,0.14785100,0.10467032
MTP LoRA,5170,0.19430900,0.10551872
MTP LoRA,5180,0.23947400,0.11481976
MTP LoRA,5190,0.00025000,0.11481768
MTP LoRA,5200,0.07579700,0.11372720
MTP LoRA,5210,0.09274400,0.11289456
MTP LoRA,5220,0.04376300,0.10936328
MTP LoRA,5230,0.02111400,0.10392048
MTP LoRA,5240,0.26749900,0.10985176
MTP LoRA,5250,0.15306300,0.11536292
MTP LoRA,5260,0.05176400,0.11625444
MTP LoRA,5270,0.07821500,0.10983124
MTP LoRA,5280,0.13488700,0.11471308
MTP LoRA,5290,0.26684000,0.12531572
MTP LoRA,5300,0.25213100,0.13465916
MTP LoRA,5310,0.07569300,0.13562052
MTP LoRA,5320,0.11693000,0.12951212
MTP LoRA,5330,0.14027200,0.12786248
MTP LoRA,5340,0.14942100,0.13093936
MTP LoRA,5350,0.04745700,0.13036980
MTP LoRA,5360,0.19467500,0.13095768
MTP LoRA,5370,0.13385800,0.12901804
MTP LoRA,5380,0.05405500,0.12470544
MTP LoRA,5390,0.21275900,0.12810152
MTP LoRA,5400,0.14782100,0.13170568
MTP LoRA,5410,0.05608900,0.12803520
MTP LoRA,5420,0.08815100,0.12378888
MTP LoRA,5430,0.01194700,0.11468780
MTP LoRA,5440,0.01243800,0.11517532
MTP LoRA,5450,0.23323500,0.12147284
MTP LoRA,5460,0.07915700,0.12092936
MTP LoRA,5470,0.10908200,0.12354212
MTP LoRA,5480,0.05523600,0.12490700
MTP LoRA,5490,0.01797600,0.11492608
MTP LoRA,5500,0.12987300,0.11399848
MTP LoRA,5510,0.08191600,0.11520456
MTP LoRA,5520,0.09496100,0.11587440
MTP LoRA,5530,0.04040500,0.11209512
MTP LoRA,5540,0.13002800,0.10662264
MTP LoRA,5550,0.05446000,0.09871580
MTP LoRA,5560,0.08503700,0.09908956
MTP LoRA,5570,0.24321700,0.10414104
MTP LoRA,5580,0.20737600,0.10682520
MTP LoRA,5590,0.15865700,0.10719464
MTP LoRA,5600,0.10936000,0.10967076
MTP LoRA,5610,0.01437200,0.10245864
MTP LoRA,5620,0.02596400,0.09814288
MTP LoRA,5630,0.20814000,0.10430628
MTP LoRA,5640,0.17486400,0.10279048
MTP LoRA,5650,0.13031600,0.10209028
MTP LoRA,5660,0.24575400,0.10967688
MTP LoRA,5670,0.01654100,0.10681248
MTP LoRA,5680,0.26563400,0.11695996
MTP LoRA,5690,0.02943500,0.11763984
MTP LoRA,5700,0.03453800,0.10969196
MTP LoRA,5710,0.01747900,0.10722484
MTP LoRA,5720,0.16852000,0.10960236
MTP LoRA,5730,0.12872400,0.11254188
MTP LoRA,5740,0.07268600,0.11473028
MTP LoRA,5750,0.09594300,0.11337308
MTP LoRA,5760,0.07531600,0.11310908
MTP LoRA,5770,0.10056200,0.11333312
MTP LoRA,5780,0.13608100,0.11716016
MTP LoRA,5790,0.26425600,0.12252928
MTP LoRA,5800,0.14708800,0.12623440
MTP LoRA,5810,0.00483100,0.12302616
MTP LoRA,5820,0.11048400,0.11771684
MTP LoRA,5830,0.26268600,0.11992924
MTP LoRA,5840,0.06278200,0.11609424
MTP LoRA,5850,0.09034600,0.11533368
MTP LoRA,5860,0.06771100,0.11746724
MTP LoRA,5870,0.11287300,0.12094360
MTP LoRA,5880,0.10936800,0.11699272
MTP LoRA,5890,0.05998600,0.11239760
MTP LoRA,5900,0.02039600,0.10800080
MTP LoRA,5910,0.02828000,0.09930184
MTP LoRA,5920,0.07619500,0.10168800
MTP LoRA,5930,0.09947500,0.09504164
MTP LoRA,5940,0.00028000,0.09387544
MTP LoRA,5950,0.15527200,0.09870480
MTP LoRA,5960,0.15239300,0.10410136
MTP LoRA,5970,0.32123100,0.11020980
MTP LoRA,5980,0.04023300,0.10667016
MTP LoRA,5990,0.00076800,0.10379344
MTP LoRA,6000,0.23422700,0.10932480
MTP LoRA,6010,0.10765600,0.11061840
MTP LoRA,6020,0.01646400,0.10725448
MTP LoRA,6030,0.09720500,0.10569944
MTP LoRA,6040,0.06889100,0.09788484
MTP LoRA,6050,0.10998500,0.09640072
MTP LoRA,6060,0.08137800,0.09946260
MTP LoRA,6070,0.00170400,0.09511140
MTP LoRA,6080,0.17312900,0.09152912
MTP LoRA,6090,0.12217700,0.09390492
MTP LoRA,6100,0.03469500,0.09167888
MTP LoRA,6110,0.06776000,0.09168084
MTP LoRA,6120,0.10672400,0.09143488
MTP LoRA,6130,0.05454700,0.08924204
MTP LoRA,6140,0.00872700,0.08719168
MTP LoRA,6150,0.06085300,0.08880996
MTP LoRA,6160,0.06019900,0.09008672
MTP LoRA,6170,0.11682700,0.09171200
MTP LoRA,6180,0.06965800,0.09051932
MTP LoRA,6190,0.03643900,0.09196568
MTP LoRA,6200,0.00018900,0.08576236
MTP LoRA,6210,0.15275600,0.08577688
MTP LoRA,6220,0.14812000,0.07885244
MTP LoRA,6230,0.00490300,0.07743924
MTP LoRA,6240,0.10924500,0.08177832
MTP LoRA,6250,0.11187300,0.07688416
MTP LoRA,6260,0.15185600,0.07865216
MTP LoRA,6270,0.14993100,0.08399084
MTP LoRA,6280,0.01882600,0.08085568
MTP LoRA,6290,0.08169500,0.08136784
MTP LoRA,6300,0.05583200,0.07920172
MTP LoRA,6310,0.10826500,0.08027720
MTP LoRA,6320,0.01273300,0.08071836
MTP LoRA,6330,0.08524000,0.07720280
MTP LoRA,6340,0.09576000,0.07614612
MTP LoRA,6350,0.08263700,0.07806380
MTP LoRA,6360,0.03871800,0.07690212
MTP LoRA,6370,0.21654400,0.08129492
MTP LoRA,6380,0.24246400,0.08881160
MTP LoRA,6390,0.20234000,0.09655612
MTP LoRA,6400,0.04910800,0.09608632
MTP LoRA,6410,0.02731300,0.09477088
MTP LoRA,6420,0.09575000,0.09392780
MTP LoRA,6430,0.24311200,0.10086596
MTP LoRA,6440,0.00169900,0.09947636
MTP LoRA,6450,0.16657600,0.10613184
MTP LoRA,6460,0.10661100,0.10428604
MTP LoRA,6470,0.02859800,0.09950516
MTP LoRA,6480,0.10043600,0.10332648
MTP LoRA,6490,0.00315800,0.09908300
MTP LoRA,6500,0.11320400,0.09913624
MTP LoRA,6510,0.03765200,0.09456808
MTP LoRA,6520,0.09793900,0.09248840
MTP LoRA,6530,0.10277000,0.09584616
MTP LoRA,6540,0.14116600,0.09822500
MTP LoRA,6550,0.12098700,0.10083120
MTP LoRA,6560,0.00152800,0.09656172
MTP LoRA,6570,0.14759100,0.10195604
MTP LoRA,6580,0.01410000,0.09911044
MTP LoRA,6590,0.10617100,0.09952688
MTP LoRA,6600,0.10795200,0.10053948
MTP LoRA,6610,0.16788300,0.10570608
MTP LoRA,6620,0.16428700,0.10361580
MTP LoRA,6630,0.01804000,0.09463884
MTP LoRA,6640,0.05736800,0.08883996
MTP LoRA,6650,0.07837400,0.09001060
MTP LoRA,6660,0.07711800,0.09200280
MTP LoRA,6670,0.13252700,0.09347388
MTP LoRA,6680,0.11910600,0.08851364
MTP LoRA,6690,0.09756000,0.09234808
MTP LoRA,6700,0.10087900,0.08972020
MTP LoRA,6710,0.00001600,0.08545640
MTP LoRA,6720,0.06785200,0.08702656
MTP LoRA,6730,0.01695200,0.08368720
MTP LoRA,6740,0.20041400,0.09157744
MTP LoRA,6750,0.20680200,0.09532136
MTP LoRA,6760,0.01208900,0.09429884
MTP LoRA,6770,0.07847100,0.09352012
MTP LoRA,6780,0.17219700,0.09629720
MTP LoRA,6790,0.30166700,0.10271724
MTP LoRA,6800,0.01777700,0.09858884
MTP LoRA,6810,0.09428700,0.10229920
MTP LoRA,6820,0.01952800,0.09717668
MTP LoRA,6830,0.04292200,0.09832956
MTP LoRA,6840,0.07802900,0.09720388
MTP LoRA,6850,0.02703900,0.09396736
MTP LoRA,6860,0.04211400,0.08893660
MTP LoRA,6870,0.07821200,0.08549360
MTP LoRA,6880,0.04231100,0.08646444
MTP LoRA,6890,0.08002500,0.08737072
MTP LoRA,6900,0.17285100,0.09114980
MTP LoRA,6910,0.13315500,0.09339128
MTP LoRA,6920,0.02823500,0.08921960
MTP LoRA,6930,0.08459000,0.08783896
MTP LoRA,6940,0.08483800,0.08733008
MTP LoRA,6950,0.20328900,0.09142648
MTP LoRA,6960,0.04686200,0.09330032
MTP LoRA,6970,0.21401800,0.09914696
MTP LoRA,6980,0.07474100,0.10145852
MTP LoRA,6990,0.01523100,0.09405120
MTP LoRA,7000,0.00360800,0.08592344
MTP LoRA,7010,0.18702900,0.09292104
MTP LoRA,7020,0.12620200,0.09483028
MTP LoRA,7030,0.21939500,0.09671820
MTP LoRA,7040,0.00101200,0.08469200
MTP LoRA,7050,0.22158500,0.09284432
MTP LoRA,7060,0.10653600,0.09333428
MTP LoRA,7070,0.10614600,0.09679900
MTP LoRA,7080,0.12885500,0.10023632
MTP LoRA,7090,0.02539600,0.09813100
MTP LoRA,7100,0.18626500,0.10450004
MTP LoRA,7110,0.01247100,0.10331432
MTP LoRA,7120,0.00260700,0.10029012
MTP LoRA,7130,0.09570800,0.10242600
MTP LoRA,7140,0.20244800,0.10732292
MTP LoRA,7150,0.09854500,0.10435068
MTP LoRA,7160,0.02517100,0.10003132
MTP LoRA,7170,0.27342800,0.10983904
MTP LoRA,7180,0.11299500,0.11097524
MTP LoRA,7190,0.04721000,0.10947012
MTP LoRA,7200,0.05458000,0.10352176
MTP LoRA,7210,0.07965900,0.10483364
MTP LoRA,7220,0.14633900,0.10212648
MTP LoRA,7230,0.05891400,0.10149340
MTP LoRA,7240,0.01822300,0.10161308
MTP LoRA,7250,0.20340900,0.10960512
MTP LoRA,7260,0.10799800,0.10644388
MTP LoRA,7270,0.09848500,0.10533520
MTP LoRA,7280,0.06563400,0.09918476
MTP LoRA,7290,0.12345800,0.10408260
MTP LoRA,7300,0.21091000,0.10365560
MTP LoRA,7310,0.02182100,0.10026700
MTP LoRA,7320,0.23325400,0.10535132
MTP LoRA,7330,0.25598700,0.11043660
MTP LoRA,7340,0.00101200,0.10946124
MTP LoRA,7350,0.08603500,0.10545204
MTP LoRA,7360,0.15289700,0.11106908
MTP LoRA,7370,0.03508300,0.11236812
MTP LoRA,7380,0.26235000,0.11903380
MTP LoRA,7390,0.08176700,0.11420656
MTP LoRA,7400,0.02828300,0.11139608
MTP LoRA,7410,0.02529300,0.11140096
MTP LoRA,7420,0.00814200,0.10078952
MTP LoRA,7430,0.07479400,0.09926148
MTP LoRA,7440,0.15993800,0.10377060
MTP LoRA,7450,0.04771900,0.10349616
MTP LoRA,7460,0.17834600,0.10744364
MTP LoRA,7470,0.33266000,0.11489648
MTP LoRA,7480,0.01342200,0.11307680
MTP LoRA,7490,0.08853700,0.11588936
MTP LoRA,7500,0.01149600,0.10821284
MTP LoRA,7510,0.14412800,0.10965804
MTP LoRA,7520,0.04792300,0.10763556
MTP LoRA,7530,0.13336600,0.11034484
MTP LoRA,7540,0.17203200,0.11228780
MTP LoRA,7550,0.16122700,0.11030048
MTP LoRA,7560,0.11884000,0.11418124
MTP LoRA,7570,0.20226700,0.11294176
MTP LoRA,7580,0.15869800,0.10905020
MTP LoRA,7590,0.08687700,0.11248480
MTP LoRA,7600,0.10773700,0.11335288
MTP LoRA,7610,0.16120500,0.11368520
MTP LoRA,7620,0.11101300,0.11672240
MTP LoRA,7630,0.00176600,0.10629904
MTP LoRA,7640,0.01212300,0.10351328
MTP LoRA,7650,0.10807900,0.10670512
MTP LoRA,7660,0.16909000,0.11245700
MTP LoRA,7670,0.23640700,0.12158760
MTP LoRA,7680,0.21482800,0.12718896
MTP LoRA,7690,0.23548300,0.13021076
MTP LoRA,7700,0.07345300,0.13124012
MTP LoRA,7710,0.03356100,0.12544872
MTP LoRA,7720,0.05856400,0.11448488
MTP LoRA,7730,0.29027500,0.12555900
MTP LoRA,7740,0.09921700,0.12598620
MTP LoRA,7750,0.06253400,0.12802772
MTP LoRA,7760,0.09591700,0.12609928
MTP LoRA,7770,0.00703100,0.12446360
MTP LoRA,7780,0.00689300,0.11940468
MTP LoRA,7790,0.22513700,0.12152888
MTP LoRA,7800,0.00838200,0.11541508
MTP LoRA,7810,0.11085900,0.11509584
MTP LoRA,7820,0.07744200,0.11010284
MTP LoRA,7830,0.16547200,0.11037380
MTP LoRA,7840,0.05879900,0.10925068
MTP LoRA,7850,0.13926400,0.11051176
MTP LoRA,7860,0.04673400,0.10593292
MTP LoRA,7870,0.00499700,0.10169228
MTP LoRA,7880,0.03692100,0.10309848
MTP LoRA,7890,0.05960000,0.10499756
MTP LoRA,7900,0.00404700,0.10083628
MTP LoRA,7910,0.01043400,0.09449004
MTP LoRA,7920,0.04807800,0.08695688
MTP LoRA,7930,0.01665400,0.07902992
MTP LoRA,7940,0.11239000,0.07410620
MTP LoRA,7950,0.13964000,0.07675368
MTP LoRA,7960,0.27271900,0.08632000
MTP LoRA,7970,0.12320400,0.08890560
MTP LoRA,7980,0.02140800,0.07815092
MTP LoRA,7990,0.08560800,0.07760656
MTP LoRA,8000,0.24125000,0.08475520
MTP LoRA,8010,0.02842200,0.08205540
MTP LoRA,8020,0.09010900,0.08537852
MTP LoRA,8030,0.12163800,0.08996832
MTP LoRA,8040,0.04916400,0.08292940
MTP LoRA,8050,0.02458100,0.08357736
MTP LoRA,8060,0.06637900,0.08179816
MTP LoRA,8070,0.05509600,0.08090432
MTP LoRA,8080,0.08671000,0.07775384
MTP LoRA,8090,0.00000000,0.07540188
MTP LoRA,8100,0.18267000,0.07713812
MTP LoRA,8110,0.20945000,0.08364676
MTP LoRA,8120,0.01716900,0.08413364
MTP LoRA,8130,0.16677000,0.08932760
MTP LoRA,8140,0.21840800,0.09567992
MTP LoRA,8150,0.19246600,0.10321668
MTP LoRA,8160,0.29896800,0.11475804
MTP LoRA,8170,0.14462100,0.11861976
MTP LoRA,8180,0.22864200,0.12709928
MTP LoRA,8190,0.36290000,0.13711968
MTP LoRA,8200,0.00034700,0.13154796
MTP LoRA,8210,0.18326600,0.12796984
MTP LoRA,8220,0.00443500,0.12321908
MTP LoRA,8230,0.31369400,0.13491052
MTP LoRA,8240,0.16340800,0.13802252
MTP LoRA,8250,0.07195000,0.13125052
MTP LoRA,8260,0.14872900,0.13606280
MTP LoRA,8270,0.07417700,0.13542552
MTP LoRA,8280,0.00134000,0.13061360
MTP LoRA,8290,0.13527000,0.13405784
MTP LoRA,8300,0.00519800,0.13328252
MTP LoRA,8310,0.01529100,0.13123900
MTP LoRA,8320,0.04051100,0.13065560
MTP LoRA,8330,0.19432000,0.13496000
MTP LoRA,8340,0.11239400,0.13945576
MTP LoRA,8350,0.16524800,0.13875888
MTP LoRA,8360,0.05222100,0.13246972
MTP LoRA,8370,0.00157700,0.13184604
MTP LoRA,8380,0.18873900,0.13272480
MTP LoRA,8390,0.02359900,0.12493244
MTP LoRA,8400,0.11417000,0.12180060
MTP LoRA,8410,0.19124300,0.11749160
MTP LoRA,8420,0.23142700,0.12096384
MTP LoRA,8430,0.16913900,0.11858372
MTP LoRA,8440,0.16422100,0.11063656
MTP LoRA,8450,0.17708800,0.11770620
MTP LoRA,8460,0.17833300,0.11750888
MTP LoRA,8470,0.08299400,0.12065124
MTP LoRA,8480,0.09958800,0.11208700
MTP LoRA,8490,0.07459100,0.10853432
MTP LoRA,8500,0.18657100,0.11311916
MTP LoRA,8510,0.16806000,0.11389240
MTP LoRA,8520,0.01291200,0.11144180
MTP LoRA,8530,0.05912200,0.11375308
MTP LoRA,8540,0.27300000,0.11926228
MTP LoRA,8550,0.02889600,0.12021020
MTP LoRA,8560,0.24086700,0.12923324
MTP LoRA,8570,0.23532300,0.13702572
MTP LoRA,8580,0.20332700,0.13738600
MTP LoRA,8590,0.24406700,0.14265292
MTP LoRA,8600,0.08869300,0.13959072
MTP LoRA,8610,0.13378500,0.14285328
MTP LoRA,8620,0.01311100,0.14331464
MTP LoRA,8630,0.07456400,0.13874764
MTP LoRA,8640,0.09408300,0.14156700
MTP LoRA,8650,0.02835700,0.13813448
MTP LoRA,8660,0.07014000,0.13329036
MTP LoRA,8670,0.03455300,0.12541540
MTP LoRA,8680,0.30545600,0.13086808
MTP LoRA,8690,0.11120200,0.12874732
MTP LoRA,8700,0.05862500,0.12400880
MTP LoRA,8710,0.06042100,0.11929232
MTP LoRA,8720,0.25758300,0.12627588
MTP LoRA,8730,0.01229600,0.12278420
MTP LoRA,8740,0.15389600,0.12595640
MTP LoRA,8750,0.14047800,0.12411268
MTP LoRA,8760,0.17487100,0.12438512
MTP LoRA,8770,0.11354000,0.12841024
MTP LoRA,8780,0.07520300,0.12905348
MTP LoRA,8790,0.14668700,0.12400096
MTP LoRA,8800,0.09844800,0.12678304
MTP LoRA,8810,0.04629100,0.11900000
MTP LoRA,8820,0.05076700,0.11161776
MTP LoRA,8830,0.18386200,0.11083916
MTP LoRA,8840,0.15156700,0.10713916
MTP LoRA,8850,0.14970500,0.10957964
MTP LoRA,8860,0.06240900,0.10672460
MTP LoRA,8870,0.00566800,0.10642688
MTP LoRA,8880,0.07195700,0.10632260
MTP LoRA,8890,0.08967300,0.10614620
MTP LoRA,8900,0.16452800,0.11159304
MTP LoRA,8910,0.00031800,0.10880016
MTP LoRA,8920,0.00615400,0.10766420
MTP LoRA,8930,0.15313300,0.10157128
MTP LoRA,8940,0.20806900,0.10544596
MTP LoRA,8950,0.01763400,0.10380632
MTP LoRA,8960,0.09003600,0.10499092
MTP LoRA,8970,0.15169200,0.10075528
MTP LoRA,8980,0.00751800,0.10056416
MTP LoRA,8990,0.02335500,0.09534252
MTP LoRA,9000,0.19742300,0.09762032
MTP LoRA,9010,0.00292200,0.09074236
MTP LoRA,9020,0.07494400,0.08919852
MTP LoRA,9030,0.11818300,0.09091772
MTP LoRA,9040,0.15698000,0.09132944
MTP LoRA,9050,0.11187000,0.09186632
MTP LoRA,9060,0.27503100,0.10101592
MTP LoRA,9070,0.18696900,0.10646400
MoE LoRA,10,0.05135300,0.05135300
MoE LoRA,20,0.02791200,0.03963250
MoE LoRA,30,0.18106100,0.08677533
MoE LoRA,40,0.08197300,0.08557475
MoE LoRA,50,0.02788300,0.07403640
MoE LoRA,60,0.00217900,0.06206017
MoE LoRA,70,0.09861900,0.06728286
MoE LoRA,80,0.04052500,0.06393812
MoE LoRA,90,0.01407300,0.05839756
MoE LoRA,100,0.05621700,0.05817950
MoE LoRA,110,0.01885800,0.05460482
MoE LoRA,120,0.02039200,0.05175375
MoE LoRA,130,0.08034700,0.05395323
MoE LoRA,140,0.04641100,0.05341450
MoE LoRA,150,0.01677600,0.05097193
MoE LoRA,160,0.02097800,0.04909731
MoE LoRA,170,0.03664300,0.04836471
MoE LoRA,180,0.03037100,0.04736506
MoE LoRA,190,0.00513400,0.04514237
MoE LoRA,200,0.00792900,0.04328170
MoE LoRA,210,0.02440900,0.04238300
MoE LoRA,220,0.08081300,0.04412982
MoE LoRA,230,0.00884700,0.04259578
MoE LoRA,240,0.03310600,0.04220038
MoE LoRA,250,0.04085000,0.04214636
MoE LoRA,260,0.10513100,0.04429748
MoE LoRA,270,0.12880900,0.04833336
MoE LoRA,280,0.00741800,0.04138764
MoE LoRA,290,0.05266300,0.04021524
MoE LoRA,300,0.00000000,0.03909992
MoE LoRA,310,0.04859700,0.04095664
MoE LoRA,320,0.00570800,0.03724020
MoE LoRA,330,0.06436800,0.03819392
MoE LoRA,340,0.09746100,0.04152944
MoE LoRA,350,0.00486300,0.03947528
MoE LoRA,360,0.01064000,0.03914656
MoE LoRA,370,0.03578400,0.03976224
MoE LoRA,380,0.02696800,0.03762708
MoE LoRA,390,0.17092100,0.04260748
MoE LoRA,400,0.04629300,0.04378816
MoE LoRA,410,0.06518800,0.04555656
MoE LoRA,420,0.05227500,0.04618184
MoE LoRA,430,0.01222900,0.04545616
MoE LoRA,440,0.00851300,0.04559132
MoE LoRA,450,0.00547000,0.04549296
MoE LoRA,460,0.16276000,0.05102700
MoE LoRA,470,0.03976600,0.04938512
MoE LoRA,480,0.07065600,0.05185748
MoE LoRA,490,0.05969700,0.05292112
MoE LoRA,500,0.05061500,0.05331172
MoE LoRA,510,0.06477200,0.05169736
MoE LoRA,520,0.21317100,0.05507184
MoE LoRA,530,0.00160300,0.05483924
MoE LoRA,540,0.09631700,0.05658540
MoE LoRA,550,0.15259600,0.06268924
MoE LoRA,560,0.00208400,0.06082872
MoE LoRA,570,0.11174700,0.06507028
MoE LoRA,580,0.14919100,0.06846320
MoE LoRA,590,0.01128000,0.06501596
MoE LoRA,600,0.07727400,0.06791240
MoE LoRA,610,0.10279700,0.07159868
MoE LoRA,620,0.16833700,0.07690080
MoE LoRA,630,0.04916900,0.07778884
MoE LoRA,640,0.06882400,0.07370496
MoE LoRA,650,0.17343600,0.07879068
MoE LoRA,660,0.12339100,0.08111880
MoE LoRA,670,0.03320400,0.08035596
MoE LoRA,680,0.18874800,0.08741672
MoE LoRA,690,0.01204500,0.08755800
MoE LoRA,700,0.02226500,0.08822980
MoE LoRA,710,0.32502300,0.09472032
MoE LoRA,720,0.11803700,0.09785116
MoE LoRA,730,0.12395900,0.09998328
MoE LoRA,740,0.03639400,0.09905116
MoE LoRA,750,0.11885400,0.10178072
MoE LoRA,760,0.03432100,0.10056268
MoE LoRA,770,0.00048000,0.09205504
MoE LoRA,780,0.11584200,0.09662460
MoE LoRA,790,0.04500200,0.09457200
MoE LoRA,800,0.03996200,0.09006664
MoE LoRA,810,0.02799600,0.09110312
MoE LoRA,820,0.00990100,0.08702928
